tweet,label
minha prof de filosofia ta com dengue tadinha voteselenagomez kca,1
milecrvg não é dengue nn  é frecurite agúda rss ,0
caralho só falta eu estar com dengue ,1
sera que meu cunhado ta com dengue deus o livre,1
deus também pega dengue mo fitapor essa eu n esperava,0
wlln miga queria que fosse preguiça mas é dengue,1
ele dizia que o mosquito da dengue vinha do barro,0
clarissefolly não vai atrapalhar o decorrer da história saber que a arya morre de dengue,0
eu meu olho arde quando fico no celacho que vou ter que usar óculos thiago você pego dengue nega  tipo  ,0
gohander os niveis da dengue estao denguerous kkkkkkkkk quem gostou faz barulho caldeiraoooo,0
só falta eu estar com dengue ,1
tô muito mal acho que eu tô com dengue ,1
tive que acordar cedo pq chegou uns cara da dengue e espirraram veneno tive que ficar por 30 min fora de casa,0
ate o guerrero com dengue joga mais q o love hj,0
dengue  causas sintomas e tratamentos | minha vida  minhavida,0
que saudade eu estava de chegar em casa suada e tomar meu whey depois de 15 off graças a dengue,0
esse guerrero é foda né fica pegando dengue esse troxa se fosse eu ia tá jogando lá mas não ele lá só com dengue e fica sem jogar,0
juliaalvesm123 sério amiga vai no medico dengue é complicado,1
a pm ou a operação anti dengue de carrosfumacê “maatiiee quem quer me pegar sábado que vem no pacaembu”,0
me acordaram 8 hrs da manhã pra passar a merda de veneno da dengue,0
sepa to com suspeita de dengue,1
to com dó dengue é mt ruim,1
acho que to com dengue ,1
vc liga na prefeitura p denunciar foco de dengue e ngm atende é logico q vai dar epidemia assim,0
guerrero com dengue não joga hoje grande chance pra vagner love,0
mano 700 pessoas com dengue aqui,0
minha vida ta tão parada q to com medo de da dengue kakakkakakkakakakakskskkakakkaakjajajanananaanjssn,0
primeiro treino pós dengue   corpo em harmonia in caraguatatuba são paulo ,0
afff acabei de chegar do hospital tava lotado e ainda por cima to com dengue ,1
se pa hj tb e ainda to com dengue,1
whoisaline oi miga to com dengue de cama desde sábado ,1
aonde eu vou tem dengue,0
collidewilk eu to com todos os sintomas da dengue askmagculte espero que tu melhore é horrível,1
minha tl ta tão parada que se não cuidar pegá dengue,0
pcastagnoli eu to com dengue sabia entao fala cmg pq to triste,1
tô com suspeita de dengue ,1
nunca vi a erika tão quieta quanto estou vendo hoje após ela saber que até o pai dela está com dengue,1
gugaprestes veja se é dengue home,1
matheusclisman nossa vira essa boca p lá n pode ser dengue não,1
thetryste se ta pensando demais num pode atrai os dengue tem que zoar sem pensarrr,0
vem a vigilância da dengue me acordar cedo tnc,0
luis ta com dengue tadinho,1
mikacustodio acho que é dengue ,1
corinthians está todos com dengue,0
não acredito que seja dengue,1
ao que tudo indica eu tô com dengue que maravilha,1
nossa agora q percebi q minha alergia da dengue passou,0
gente será que o gu tá com dengue mesmo  askstokies,1
nunes ta com dengue slk,1
não quero mais brincar de ter dengue ,1
a saudade de victor tá doendo mais do que minha dengue,1
pacientes com dengue dizem esperar até 7h por atendimento em sorocaba sp   ,0
nandreshipper bom diabernacomo está a turma da denguebjs,0
com 6902 casos suspeitos rn decreta epidemia de dengue via uolnoticias uol  ,0
sai fora ow quem tem dengue e os seus parente ,0
agora tenho que ficar indo pra escola com dengue pra fazer prova maldita etec,1
saiii de mim dengue,1
não creio q vc pego denguee não foi no lolla hahahahaha,1
eu ainda sou obrigada a ouvir ja é dengosa imagina com dengue ,0
com muita dor no corpo de cabeca e febre sera que e dengue,1
eu ia ligar pra minha tia pra gente ir pra zona sul mas ai me lembrei que ela tá com dengue,1
sai da reunião e pai já me trouxe pro hospital a irmã ta com suspeita de dengue,1
pq a dengue não me pica pesquisar,0
eu nunca sei definir que doença eu tenho eu sempre falo que é virose gripe ou dengue,0
minha dengue eh eterna não eh possível,1
atenção a dengue  mapeando o brasil c bemestar  aquitemdengue fortaleza papicu consult saúde ressaltam prevenção e sintomas,0
meu paolo guerrero  está com sintomas de dengue que dozinho ,1
o mosquito da dengue pegou jogadores de palmeiras corinthians e santos precisa pegar alguém do são paulo também,0
vânia com dengue de novo isso significa ir pra escola só dois dias,1
queria pesquisar sintomas de dengue porém com muito medo,0
to com dengue hemorrágica mas se foda vou ver o david guetta tocar semana que vem minha vida é foda tipo isso,1
professor ivan deve estar mal mesmo ouvi na radio jovem pan que osvaldo crus está em crise na dengue,0
to no hospital com 98 de certeza de dengue tomando soro mas continuo votando votekatnissmtv,1
pablo ta internado com dengue hemorrágica mas se deus quiser vai ficar tudo bem,1
mamãe ta com dengue ,1
só esse meu filho phillip mesmo pra me fazer rir eu estou com dengue e ele vem me animar desse,1
caiqueterrivel estou com dengue ,1
dengue aterrorizando os paulistano mas bem,0
não era nem pra ter surto de dengue não tem nem água minha mãe  vote1duk  kca,0
dengue doença maldita filha da puta desgraçada,1
correção a pm descobriu que a manifestação não é contra o pt e corrigiu os cálculos 23 pessoas 2 mosquitos da dengue e um camelo,0
é a bubu com gripe e eu com dengue melhoras minha princesaa brusantanareal  denunciando spam ,1
fiquei 3 hrs naquele hospital p fazer um exame de dengue que vai sair o resultado só de noite pelamor,1
o brasil não consegue controlar um mosquito a dengue imagine se o ebola chegasse aqui graças a  deus não chegou,0
gente do céu quanta gente com dengue  esse surto tá perigoso tenhamos a consciência de fazer a nossa parte contra a dengue ,0
queria pegar dengue a dengue estar com ebola e eu sair contaminando o povo da minha escola até rimou,0
estamos em guerra contra a dengue 85 dos focos estão dentro dos domicílios portanto mãos à obra,0
pmjponline calma aí dengue,0
acho que to com dengue ,1
dor de cabeça e nas pernas dengue sai de mim ,1
mas eu tenho atestado da dengue então q se foda tudo pq eu sou rebelde pra sempre like a diva kiridos,0
to com dengue ,1
a muriçoca çoca pica irrita traz dengue,0
mwillamy pode ser dengue amigo melhor ir ao médico,1
ooh uol casos de dengue avançam e sp já enfrenta situação de epidemia  uol,0
rotina de quem tá com dengue,0
suspeita de dengue   hospital ana costa in santos sp ,1
felipe ta c dengue ,1
comecei esse fds na merda achando que estava com dengue e tudo,1
sobre estar com suspeita de dengue ooh cpt,1
joaovitorsfc eu nunca vi rico com dengue juro p vc kk,0
ana carla tá com dengue,1
mae acha q to cm dengue,1
mais gente com dengue aqui ,0
juliooliiveira sarou da dengue é hauahuahsus,1
gente dengue ta atirando para todos os lados duas amigas minhas estão com dengue senhor ,1
taí uma coisa muito importante usponline icb promove simpósio sobre pesquisas de vacina contra dengue no brasil ,0
a mina engoliu um pernilongo da dengue essa conseguiu ser mais fudida que eu,0
acho q to com dengue to c o corpo todo dolorido,1
762 casos de dengue aqui ,0
acho q to com dengue ,1
tomara que o diplo não pegue dengue,0
a criação dos mosquitos da dengue estão dentro dos imóveis comece pela sua casa vamos vencer esse maldito mosquito,0
talvez o motivo de não trazer artista bom seja só pelo fato da prevenção da dengue ,0
paolo guerrero com suspeita de dengue ,1
ai sua amg fica com dengue e voc não sai pra ficar com ela  sou o melhor amg que alguem pode ter ,1
pegando uma dengue aqui com esses pernilongos idiotas uu,1
três dias antes do meu aniversário minha vo aparece com dengue não mano eu não mereço isso,1
willianlando1 eu sou muito mole se eu pegar dengue estou ferrada ,0
o brasil registra um caso de dengue a cada 40 segundos temos governo,0
caraca a dengue ta foda viu,0
gustastockler gusta se cuida dengue  nao e brincadeira,0
atenção pmjponline casa abandonada na minha rua isso é um criadouro de dengue ,0
não desejo essa porra de dengue pra ninguém,1
essa suspeita de dengue ta foda,1
tanta gente pegando dengue e eu ate agr nada,0
tô morrendo de medo de pegar dengue não posso tomar soro que eu passo mal,0
brasil já registra 220 casos de dengue por hora mais da metade em são paulo  saúde  geral  estadão mobile ,0
araujoluan2 deus vc n ta com dengue luan o nome disso e fogo no cu de ficar bebendo,0
dengue em jdf tá alarmante ontem  13 os dois hospitais particulares mais caros da cidade tinham filas intermináveis cenário de caos,0
n posso tá com dengue vei ,1
to com suspeita de dengue,1
kefera maiconsantini bichinha da dengue,1
dengue de novo não vei pqp pfv não,1
trabalho de matemática mais difícil q eu ja fiz sobre dengue é tipo muuuuito difícil de achar as respostas q eu quero,0
nickideusa ela passou por aquilo nas veias n vai ser uma dengue fraca q vai derrubála ne miga forçaaa ,0
pensei q tava com sintomas da dengue indisposição e sonolência mas aí lembrei q sou assim desde q nasci então ta td suave,0
sp contra a dengue prefeitura inaugura na quarta tenda para atender paciente com dengue  ,0
já houveram casos de dengue mais sutis do que essa ressaca em que eu me encontro,0
quando eu quero ficar quieto ninguém me deixa em paz quando eu to agitado todo mundo ta mais parado que foco de dengue,0
flamengo 5 x 1 cruzeiro  brasileiro 2011 061111  nesse dia eu tavo internada com dengue hemorragica e comemorando,0
meu pai não para de falar que eu posso estar com dengue vou bater nele,1
aqui ta com epidemia de dengue e eu to com medo fjsjdjd serio,0
pernilongo me ataca e eu em choque de ser dengue amigos orem por minha pessoa,0
miltonneves no brasil já são 400 mil casos de dengue em humanos e 1 em aranha,0
música inspirada na dengue  muito quente muito frio tá quente tá frio,0
e ainda os três dengue foram se juntar no mesmo lugar jakxjdh,0
oi to com dengue ,1
sera que to com dengue,1
adelson quero saber se é verdade que roubaram colete e crachá de agente da dengue  se for é melhor alertar cidadealertaba,0
heyyrubs e serio ta cm dengue manda cala boca fala essas merd la,0
rullerziam não use o nome do marcos em vão pois ele esta com dengue,1
dengue filha da putatanta porcaria pra picar vai justo no nosso melhor jogadorromero luciano guilherme andrade,0
alguem me chama no wppvai dar dengue,0
acordei agora é não posso ser julgada por isso pois estou com dengue beijos,1
twitter no sábado fica tão parado que daqui a pouco ta dando dengue,0
kefera zeivabuchmann abrunalouise maiconsantini lhe desejo boa noite estou indo dormir pq amanha é cedo p  a vó c dengue então tchau ,1
só to torcendo pra n tá com dengue,1
começo a ficar meio doente ja penso q é dengue,1
opsbett amiga suspeita de dengue sexta achei que tava melhor ai acordei mal hj queda de pressão enjôo ,1
eu nao peguei dengue voteluansantana kca,0
preguiça de cuidar de seu quintal causa dengue então tanto preguiça quanto dengue matam,1
quero melhorar dessa dengue maldita pra poder sair dessa cama ,1
até o mosquito da dengue tem foco e você ainda não  escadaria anota 20 x,0
agentes comunitários de saúde e agentes de vigilância em saúde na caminhada contra a dengue aqui é,0
sandimjess tomara que seja gripe mesmo e não dengue  tá todo mundo ficando com dengue,1
sas hr da dengue o wpp,0
estou c suspeita de dengue ,1
xicohria eu realmente não sei sobre dengue  mas acho muito tempo para a melhora  estranho ,0
mazezaza dengue não digamas tá melhor,1
sai de mim dengue ,1
amanhã nao vo pra aula pq minha professora tá com dengue  votethomasmtv,1
iniciativa plausível do prof enf patrick almeida pelo app que incentiva crianças ao combate ao transmissor da dengue ,0
tão achando que eu to com dengue  mas dengue não ataca a garganta eu acho né,1
de que não seja dengue,1
minha mae comprou esfiha pra caralhooooo dengue emagrece mas eu só to engordando,0
oxi carai guerrero ta com dengue ,0
guerrero fora 3 jogos mas gente q dengue eh essa,0
se n for dengue ne,1
meu corpo dói todo espero que não seja dengue,1
raque acha q to cm dengue ou meningite kk,1
esperando o edu dracena pegar dengue,0
por um momento essa semana ate achei q tava com dengue mas tá mais pra gripe desgraçada mesmo,1
todo mundo pegando dengue gente como assim,0
não agüento mais sentir esses calafrios por causa da dengue esse mosquito é um cão dos diabos,1
kakakakakakakakakakakakakakakakka o mosquito da dengue ta muito feio na faixa,0
obrigada dengue por me deixar 1 semana sem comer nada e agora só conseguir comer umas 5 garfadas   ,1
encontram o mosquito da dengue aqui em cvv bem loco,0
gael ta com dengue e conjuntivite,1
fofa você parece o mosquito da dengue,0
quando eu tô ao seu lado meu coração dispara minha mãos ficam suadas isso é dengue hein   hahahahahahahahahahahaha ,0
smiledele tenta ir num medico mais tarde ok pq se for dengue ja trata logo,1
marialluiiza atá eu também pensei que estava com dengue,1
meu pai com dengue,1
essa dengue só me deu prejuízo,1
parece dengue mas é só desgaste pós show do major lazer,0
minha miga ta com dengue tomara que ele fique bom logo ,1
to meio mole não sei se é fome ou já é a dengue,1
mais vou rápido pq mamy ta com dengue uu,1
meu cunhado ta com dengue,1
sthefanyursula deve ser dengue,1
legal ta com suspeita de dengue e uma dor maldita que não passa nossa super legal essa porra ,1
caroolinenetto a marieti veio ontem aqui na minha sala e falou que isso é verdade mesmo que tem dengue no colégio,0
ai minha mãe vem e fala  ou é a garganta ou é dengue  mano sai de mim plis,1
tô postando foto da festa de quinta mas na verdade tô de cama com dengue ,1
isabellalopes ta com dengue bela me chama no wpp 4899116320,1
só espero que não seje dengue ,1
só falta eu ta com dengue ,1
estar com suspeita de dengue e não poder faltar na escola vida de pobre é difícil,1
é ou não é o mosquito da dengue  ,0
acho que é dengue,1
confirmado guerrero com dengue não joga a semi contra ponte,0
caroolinenetto tu ya ligada q tem dengue aqui no colégio né cuida ai,1
omalestafeito   pena não haver la o chicungunha dengue  ,0
isaaalinhares nossa isa mas vc tem q tomar remedio p melhorar poxa  vc nao ta c dengue nao,0
to me sentindo doente e não é dengue,0
será que é dengue tomara que não  mas a febre não passa  hospital igesp ,1
depois de duas semanas de ócio amanhã é dia de voltar pra correria tava com saudade o que uma dengue não faz hehe,1
aqui na paraíba está terrível eu mesmo estou com dengue aquitemdengue,1
dengue não me impede de me acabar em chocolate então vamos lá,1
so lamento esses medico q pega dengue,0
minha mãe foi em dois médicos um disse que ela tava com infecção renal e o outro disse que é dengue tem algum muito errado aí,0
biribo dengue eh osso melhorasss,1
o fernando precisa sarar dessa dengue logo kk sem ele sempre passo do pontode manhã é chaton tem ningm pra me irritar e dps fazer rir ,1
as dengue daqui de casa tem dente filho,0
casos de dengue no brasil ainda não temos uma vacina desenvolvida e não digo que é por falta de profissional mais sim investimentos,0
aqui em casa tá infestado e o estado ta com surto de dengue medo,1
gente em 45 dias de vida o mosquito da dengue pode contaminar 300 pessoas repassem por favor,0
amanhã às 13h na camara municipal temos reunião do comite civil contra dengue participe e divulgue ,0
pronto agora o mosquito da dengue se esconde na geladeira  culpa da dilma tbm coxinhas ,0
a dengue mata use camisinha,0
tô c suspeita de dengue ,1
dengue e ter que ficar em casa nao mais por favor vou sair daqui pqp,1
meu celular ta com dengueapagou tudo o whats,0
eu moro em um estado onde um caso de dengue hemorrágica é notícia no jornal da noite,0
matei mosquito da dengue voce n me pica nao queridinho,0
to logo com dengue,1
2 semanas sem ir pra faculdade por conta dessa dengue maltida,1
rashowza toma cuidado amigo pode ser dengue,1
geral com dengue slc,0
vou me arrumar pra comprar coisas da minha dieta sobreviva fabulosa contra a dengue,0
tite vai descobrir a cura da dengue  titesalva,0
ta de sacanagrm nao e carro oficial da campanha da dengue parado com o ar condicionado ligado e o,0
